200,42.935
201,40.664
202,38.469
203,36.346
204,34.294
205,32.309
206,30.39
207,28.533
208,26.737
209,25
210,23.318
211,21.69
212,20.114
213,18.589
214,17.111
215,15.679
216,14.292
217,12.947
218,11.643
219,10.379
220,9.1524
221,7.9623
222,6.8072
223,5.6857
224,4.5965
225,3.5382
226,2.5098
227,1.51
228,0.53775
229,-0.40804
230,-1.3284
231,-2.2242
232,-3.0964
233,-3.9459
234,-4.7736
235,-5.5801
236,-6.3663
237,-7.1328
238,-7.8804
239,-8.6096
240,-9.321
241,-10.015
242,-10.693
243,-11.354
244,-11.999
245,-12.63
246,-13.245
247,-13.845
248,-14.432
249,-15.004
250,-15.562
251,-16.108
252,-16.639
253,-17.158
254,-17.664
255,-18.157
256,-18.638
257,-19.106
258,-19.562
259,-20.005
260,-20.436
261,-20.855
262,-21.262
263,-21.657
264,-22.04
265,-22.41
266,-22.769
267,-23.115
268,-23.449
269,-23.771
270,-24.08
271,-24.378
272,-24.663
273,-24.935
274,-25.195
275,-25.443
276,-25.678
277,-25.9
278,-26.11
279,-26.307
280,-26.491
281,-26.662
282,-26.82
283,-26.966
284,-27.098
285,-27.217
286,-27.323
287,-27.416
288,-27.495
289,-27.562
290,-27.615
291,-27.655
292,-27.682
293,-27.695
294,-27.695
295,-27.682
296,-27.656
297,-27.617
298,-27.564
299,-27.499
300,-27.42
301,-27.328
302,-27.224
303,-27.106
304,-26.976
305,-26.833
306,-26.678
307,-26.51
308,-26.33
309,-26.138
310,-25.933
311,-25.716
312,-25.488
313,-25.248
314,-24.996
315,-24.733
316,-24.459
317,-24.173
318,-23.877
319,-23.57
320,-23.252
321,-22.924
322,-22.586
323,-22.237
324,-21.879
325,-21.511
326,-21.134
327,-20.748
328,-20.352
329,-19.948
330,-19.535
331,-19.114
332,-18.684
333,-18.247
334,-17.802
335,-17.349
336,-16.888
337,-16.421
338,-15.947
339,-15.466
340,-14.978
341,-14.484
342,-13.984
343,-13.478
344,-12.967
345,-12.45
346,-11.927
347,-11.4
348,-10.867
349,-10.33
350,-9.7887
351,-9.2429
352,-8.693
353,-8.1391
354,-7.5815
355,-7.0203
356,-6.4558
357,-5.8881
358,-5.3173
359,-4.7438
360,-4.1675
361,-3.5888
362,-3.0077
363,-2.4244
364,-1.8391
365,-1.2519
366,-0.66305
367,-0.072617
368,0.51922
369,1.1123
370,1.7066
371,2.3018
372,2.8978
373,3.4946
374,4.0919
375,4.6897
376,5.2878
377,5.8861
378,6.4845
379,7.0828
380,7.681
381,8.2789
382,8.8764
383,9.4734
384,10.07
385,10.665
386,11.26
387,11.854
388,12.447
389,13.039
390,13.629
391,14.218
392,14.806
393,15.392
394,15.977
395,16.559
396,17.14
397,17.72
398,18.297
399,18.872
400,19.444
401,20.015
402,20.583
403,21.149
404,21.712
405,22.272
406,22.83
407,23.385
408,23.937
409,24.486
410,25.032
411,25.575
412,26.115
413,26.651
414,27.184
415,27.713
416,28.238
417,28.76
418,29.278
419,29.792
420,30.302
421,30.808
422,31.31
423,31.808
424,32.301
425,32.79
426,33.274
427,33.754
428,34.228
429,34.698
430,35.163
431,35.623
432,36.078
433,36.528
434,36.973
435,37.412
436,37.846
437,38.274
438,38.696
439,39.113
440,39.524
441,39.93
442,40.329
443,40.722
444,41.11
445,41.491
446,41.866
447,42.235
448,42.597
449,42.954
450,43.304
451,43.647
452,43.984
453,44.315
454,44.639
455,44.956
456,45.267
457,45.572
458,45.87
459,46.161
460,46.446
461,46.724
462,46.996
463,47.261
464,47.52
465,47.773
466,48.019
467,48.258
468,48.492
469,48.719
470,48.94
471,49.154
472,49.363
473,49.566
474,49.763
475,49.954
476,50.139
477,50.319
478,50.493
479,50.662
480,50.825
481,50.984
482,51.137
483,51.285
484,51.428
485,51.566
486,51.7
487,51.829
488,51.954
489,52.074
490,52.19
491,52.303
492,52.411
493,52.515
494,52.616
495,52.712
496,52.806
497,52.896
498,52.982
499,53.066
500,53.146
501,53.223
502,53.298
503,53.369
504,53.438
505,53.504
506,53.568
507,53.629
508,53.687
509,53.743
510,53.797
511,53.849
512,53.898
513,53.945
514,53.99
515,54.033
516,54.073
517,54.112
518,54.149
519,54.183
520,54.216
521,54.246
522,54.274
523,54.301
524,54.325
525,54.347
526,54.368
527,54.386
528,54.402
529,54.415
530,54.427
531,54.436
532,54.443
533,54.448
534,54.451
535,54.451
536,54.448
537,54.444
538,54.436
539,54.426
540,54.414
541,54.399
542,54.381
543,54.36
544,54.336
545,54.31
546,54.28
547,54.248
548,54.213
549,54.174
550,54.133
551,54.088
552,54.04
553,53.989
554,53.934
555,53.876
556,53.815
557,53.751
558,53.683
559,53.612
560,53.537
561,53.459
562,53.377
563,53.292
564,53.204
565,53.112
566,53.016
567,52.917
568,52.814
569,52.709
570,52.599
571,52.486
572,52.37
573,52.25
574,52.127
575,52.001
576,51.871
577,51.738
578,51.602
579,51.463
580,51.32
581,51.174
582,51.026
583,50.874
584,50.719
585,50.561
586,50.4
587,50.237
588,50.07
589,49.901
590,49.729
591,49.555
592,49.377
593,49.198
594,49.015
595,48.831
596,48.644
597,48.454
598,48.263
599,48.069
600,47.873
601,47.674
602,47.474
603,47.272
604,47.067
605,46.861
606,46.653
607,46.443
608,46.231
609,46.017
610,45.802
611,45.585
612,45.366
613,45.146
614,44.924
615,44.701
616,44.476
617,44.25
618,44.022
619,43.793
620,43.562
621,43.331
622,43.098
623,42.863
624,42.628
625,42.391
626,42.153
627,41.914
628,41.674
629,41.432
630,41.19
631,40.946
632,40.701
633,40.455
634,40.209
635,39.961
636,39.712
637,39.462
638,39.211
639,38.959
640,38.706
641,38.453
642,38.198
643,37.942
644,37.685
645,37.428
646,37.169
647,36.91
648,36.649
649,36.388
650,36.126
651,35.863
652,35.599
653,35.334
654,35.068
655,34.802
656,34.534
657,34.266
658,33.996
659,33.726
660,33.455
661,33.183
662,32.91
663,32.636
664,32.362
665,32.086
666,31.81
667,31.532
668,31.254
669,30.975
670,30.695
671,30.414
672,30.133
673,29.85
674,29.567
675,29.282
676,28.997
677,28.711
678,28.424
679,28.136
680,27.847
681,27.557
682,27.267
683,26.975
684,26.683
685,26.39
686,26.096
687,25.801
688,25.505
689,25.208
690,24.91
691,24.612
692,24.312
693,24.012
694,23.711
695,23.409
696,23.106
697,22.802
698,22.498
699,22.192
700,21.886
701,21.579
702,21.271
703,20.962
704,20.652
705,20.342
706,20.031
707,19.718
708,19.405
709,19.092
710,18.777
711,18.462
712,18.146
713,17.829
714,17.511
715,17.192
716,16.873
717,16.553
718,16.232
719,15.911
720,15.589
721,15.266
722,14.942
723,14.618
724,14.293
725,13.968
726,13.641
727,13.314
728,12.987
729,12.659
730,12.33
731,12.001
732,11.671
733,11.341
734,11.01
735,10.678
736,10.346
737,10.014
738,9.681
739,9.3477
740,9.014
741,8.6798
742,8.3453
743,8.0105
744,7.6753
745,7.3398
746,7.004
747,6.6679
748,6.3316
749,5.9951
750,5.6584
751,5.3215
752,4.9845
753,4.6474
754,4.3102
755,3.973
756,3.6357
757,3.2985
758,2.9612
759,2.6241
760,2.2871
761,1.9502
762,1.6135
763,1.277
764,0.94076
765,0.6048
766,0.26915
767,-0.06613
768,-0.40101
769,-0.73546
770,-1.0694
771,-1.4029
772,-1.7357
773,-2.068
774,-2.3996
775,-2.7306
776,-3.0607
777,-3.3901
778,-3.7187
779,-4.0463
780,-4.3731
781,-4.6988
782,-5.0235
783,-5.3471
784,-5.6696
785,-5.9909
786,-6.3109
787,-6.6296
788,-6.9469
789,-7.2628
790,-7.5772
791,-7.8901
792,-8.2014
793,-8.511
794,-8.8189
795,-9.1249
796,-9.4291
797,-9.7314
798,-10.032
799,-10.33
800,-10.626
801,-10.92
802,-11.212
803,-11.501
804,-11.788
805,-12.072
806,-12.354
807,-12.633
808,-12.909
809,-13.183
810,-13.454
811,-13.721
812,-13.986
813,-14.247
814,-14.506
815,-14.761
816,-15.013
817,-15.261
818,-15.505
819,-15.746
820,-15.984
821,-16.217
822,-16.446
823,-16.672
824,-16.893
825,-17.11
826,-17.323
827,-17.532
828,-17.736
829,-17.935
830,-18.13
831,-18.32
832,-18.505
833,-18.685
834,-18.859
835,-19.029
836,-19.194
837,-19.352
838,-19.506
839,-19.654
840,-19.796
841,-19.932
842,-20.063
843,-20.187
844,-20.305
845,-20.417
846,-20.522
847,-20.621
848,-20.714
849,-20.8
850,-20.878
851,-20.95
852,-21.015
853,-21.073
854,-21.123
855,-21.167
856,-21.202
857,-21.23
858,-21.251
859,-21.263
860,-21.268
861,-21.264
862,-21.252
863,-21.233
864,-21.204
865,-21.167
866,-21.122
867,-21.068
868,-21.005
869,-20.933
870,-20.853
871,-20.763
872,-20.664
873,-20.555
874,-20.437
875,-20.31
876,-20.173
877,-20.026
878,-19.87
879,-19.703
880,-19.527
881,-19.341
882,-19.144
883,-18.937
884,-18.72
885,-18.492
886,-18.254
887,-18.006
888,-17.746
889,-17.476
890,-17.196
891,-16.904
892,-16.602
893,-16.288
894,-15.964
895,-15.629
896,-15.282
897,-14.925
898,-14.556
899,-14.176
900,-13.785
901,-13.383
902,-12.969
903,-12.545
904,-12.109
905,-11.661
906,-11.203
907,-10.733
908,-10.252
909,-9.7595
910,-9.2561
911,-8.7414
912,-8.2157
913,-7.6789
914,-7.1311
915,-6.5723
916,-6.0026
917,-5.4221
918,-4.8309
919,-4.229
920,-3.6165
921,-2.9937
922,-2.3605
923,-1.717
924,-1.0635
925,-0.4001
926,0.27313
927,0.956
928,1.6483
929,2.35
930,3.0607
931,3.7804
932,4.5088
933,5.2456
934,5.9908
935,6.744
936,7.5049
937,8.2734
938,9.0492
939,9.832
940,10.621
941,11.417
942,12.219
943,13.027
944,13.84
945,14.658
946,15.481
947,16.308
948,17.14
949,17.974
950,18.812
951,19.653
952,20.496
953,21.341
954,22.187
955,23.034
956,23.882
957,24.73
958,25.577
959,26.423
960,27.267
961,28.109
962,28.949
963,29.785
964,30.617
965,31.445
966,32.268
967,33.085
968,33.896
969,34.7
970,35.497
971,36.285
972,37.064
973,37.834
974,38.593
975,39.342
976,40.079
977,40.803
978,41.514
979,42.211
980,42.894
981,43.561
982,44.213
983,44.847
984,45.464
985,46.062
986,46.642
987,47.201
988,47.74
989,48.257
990,48.752
991,49.224
992,49.672
993,50.096
994,50.495
995,50.867
996,51.213
997,51.531
998,51.821
999,52.082
1000,52.313
1001,52.514
1002,52.684
1003,52.822
1004,52.929
1005,53.002
1006,53.042
1007,53.047
1008,53.019
1009,52.955
1010,52.856
1011,52.721
1012,52.549
1013,52.341
1014,52.096
1015,51.814
1016,51.494
1017,51.137
1018,50.742
1019,50.31
1020,49.84
1021,49.332
1022,48.787
1023,48.205
1024,47.586
1025,46.931
1026,46.24
1027,45.513
1028,44.752
1029,43.957
1030,43.128
1031,42.268
1032,41.377
1033,40.456
1034,39.507
1035,38.532
1036,37.531
1037,36.506
1038,35.461
1039,34.396
1040,33.313
1041,32.217
1042,31.108
1043,29.99
1044,28.865
1045,27.738
1046,26.611
1047,25.488
1048,24.373
1049,23.27
1050,22.183
1051,21.118
1052,20.078
1053,19.069
1054,18.096
1055,17.166
1056,16.284
1057,15.456
1058,14.69
1059,13.992
1060,13.37
1061,12.832
1062,12.385
1063,12.039
1064,11.802
1065,11.684
1066,11.694
1067,11.844
1068,12.143
1069,12.603
1070,13.235
1071,14.053
1072,15.069
1073,16.297
1074,17.749
1075,19.442
1076,21.389
1077,23.608
1078,26.114
1079,28.925
1080,32.058
1081,35.533
1082,39.368
1083,43.584
1084,48.201
1085,53.241
1086,58.728
1087,64.683
1088,71.133
1089,78.101
1090,85.614
1091,93.7
1092,102.39
1093,111.7
1094,121.68
1095,132.35
1096,143.74
1097,155.89
1098,168.83
1099,182.61
1100,197.25
